Log file open, 04/11/15 13:49:02
LogInit:Display: Running engine for game: Office1
LogInit: Version: 4.7.5-2503383+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Apr  6 2015 23:21:51
[2015.04.12-00.27.34:239][772]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame13)
[2015.04.12-00.27.42:199][919]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-00.27.58:171][167]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame22)
[2015.04.12-00.28.00:383][220]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow2)
[2015.04.12-00.28.00:438][220]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.12-00.28.01:844][257]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame22)
[2015.04.12-00.28.10:503][440]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-00.28.57:629][191]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_Statue)
[2015.04.12-00.29.12:013][496]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-00.33.52:345][671]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow4)
[2015.04.12-00.33.54:721][710]Cmd: DUPLICATE
[2015.04.12-00.33.54:721][710]Cmd: ACTOR DUPLICATE
[2015.04.12-00.34.29:369][208]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow6)
[2015.04.12-00.34.31:453][239]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow7)
[2015.04.12-00.34.37:216][324]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-00.34.42:261][382]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow7)
[2015.04.12-00.34.49:234][484]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow6)
[2015.04.12-00.34.49:301][484]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow6)
[2015.04.12-00.34.52:506][531]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-00.34.58:835][622]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow7)
[2015.04.12-00.35.11:016][806]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-00.35.39:290][190]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow7)
[2015.04.12-00.35.51:601][367]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-00.36.26:133][854]LogSavePackage: Save=468.391510ms
[2015.04.12-00.36.26:133][854]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto8F66E7D5D42CB2534F5413DAB09D18C7A.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto8.umap'
[2015.04.12-00.36.26:143][854]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.576
[2015.04.12-00.36.26:143][854]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.576
[2015.04.12-00.36.55:191][343]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow2)
[2015.04.12-00.36.59:987][431]Cmd: DUPLICATE
[2015.04.12-00.36.59:987][431]Cmd: ACTOR DUPLICATE
[2015.04.12-00.37.34:935][174]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow8)
[2015.04.12-00.38.49:689][172]Cmd: DUPLICATE
[2015.04.12-00.38.49:689][172]Cmd: ACTOR DUPLICATE
[2015.04.12-00.38.59:105][407]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-00.39.25:621][864]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow2)
[2015.04.12-00.39.27:856][907]Cmd: DUPLICATE
[2015.04.12-00.39.27:856][907]Cmd: ACTOR DUPLICATE
[2015.04.12-00.39.47:375][288]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow10)
[2015.04.12-00.41.19:651][956]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-00.46.27:416][507]LogSavePackage: Save=496.110413ms
[2015.04.12-00.46.27:416][507]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto96C9E5C574130C89AB6F73FA8B5818ACE.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto9.umap'
[2015.04.12-00.46.27:422][507]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.606
[2015.04.12-00.46.27:422][507]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.606
[2015.04.12-00.47.50:531][819]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow6)
[2015.04.12-00.48.00:677][965]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-00.48.30:912][246]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-00.48.34:627][299]LogEditorViewport: Clicking on Actor (context menu): StaticMeshActor (SM_CornerFrame29)
[2015.04.12-00.48.37:740][342]Cmd: DELETE
[2015.04.12-00.48.37:740][342]Cmd: ACTOR DELETE
[2015.04.12-00.48.37:741][342]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.12-00.48.37:742][342]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.12-00.48.37:765][342]LogEditorActor: Deleted 2 Actors (0.026 secs)
[2015.04.12-00.49.13:868][968]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame24)
[2015.04.12-00.49.40:772][345]LogSavePackage: Save=442.238129ms
[2015.04.12-00.49.40:772][345]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap4424EAA444967E46C952B7B4A2BAC748.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/FirstPersonBP/Maps/FirstPersonExampleMap.umap'
[2015.04.12-00.49.40:798][345]LogFileHelpers: Saving map 'FirstPersonExampleMap' took 0.613
[2015.04.12-01.27.03:814][333]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow7)
[2015.04.12-01.27.06:071][369]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-01.37.31:074][592]LogActorFactory: Actor Factory created SM_PillarFrame300
[2015.04.12-01.37.32:878][620]LogActorFactory: Actor Factory created SM_PillarFrame300
[2015.04.12-01.37.43:349][776]LogSavePackage: Save=456.859009ms
[2015.04.12-01.37.43:349][776]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto0D1BA20374CE9110A2A50D0BDD90D4E1F.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto0.umap'
[2015.04.12-01.37.43:357][776]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.609
[2015.04.12-01.37.43:357][776]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.609
[2015.04.12-01.39.48:787][775]Cmd: SELECT NONE
[2015.04.12-01.39.50:696][809]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_PillarFrame337)
[2015.04.12-01.39.59:544][954]Cmd: SELECT NONE
[2015.04.12-01.40.21:626][317]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_PillarFrame337)
[2015.04.12-01.43.53:632][448]Cmd: SELECT NONE
[2015.04.12-01.44.01:109][572]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_PillarFrame337)
[2015.04.12-01.44.15:341][821]Cmd: SELECT NONE
[2015.04.12-01.44.52:809][218]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_PillarFrame337)
[2015.04.12-01.45.01:754][362]Cmd: SELECT NONE
[2015.04.12-01.45.20:082][621]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_PillarFrame337)
[2015.04.12-01.45.22:849][666]Cmd: DUPLICATE
[2015.04.12-01.45.22:849][666]Cmd: ACTOR DUPLICATE
[2015.04.12-01.45.58:267][196]Cmd: SELECT NONE
[2015.04.12-01.47.31:979][803]LogActorFactory: Actor Factory created SM_CornerFrame
[2015.04.12-01.47.35:096][849]LogActorFactory: Actor Factory created SM_CornerFrame
[2015.04.12-01.47.45:192][981]LogSavePackage: Save=464.380005ms
[2015.04.12-01.47.45:192][981]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto10FB0A5FB4497D7D1226FBFB2D7662681.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto1.umap'
[2015.04.12-01.47.45:207][981]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.583
[2015.04.12-01.47.45:207][981]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.583
[2015.04.12-01.47.47:247][ 20]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame6)
[2015.04.12-01.47.51:921][100]Cmd: SELECT NONE
[2015.04.12-01.48.07:740][302]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-01.50.24:650][224]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-01.50.33:820][349]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow7)
[2015.04.12-01.50.45:414][502]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-01.50.54:974][651]Cmd: SELECT NONE
[2015.04.12-01.51.03:180][752]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-01.53.01:463][572]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-01.53.22:621][833]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-01.53.22:736][833]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.12-01.53.35:574][  9]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow5)
[2015.04.12-01.53.39:331][ 56]Cmd: SELECT NONE
[2015.04.12-01.53.49:206][183]LogEditorViewport: Clicking on Actor (context menu): StaticMeshActor (SM_GlassWindow6)
[2015.04.12-01.53.52:360][223]Cmd: SELECT NONE
[2015.04.12-01.54.03:178][270]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-01.54.29:773][609]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow6)
[2015.04.12-01.54.31:394][629]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-01.54.32:531][644]Cmd: SELECT NONE
[2015.04.12-01.54.42:588][771]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-01.54.43:765][788]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2015.04.12-01.54.45:159][808]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2015.04.12-01.54.55:741][961]Cmd: SELECT NONE
[2015.04.12-01.55.25:031][182]Cmd: SELECT NONE
[2015.04.12-01.57.47:632][ 26]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-01.57.49:324][ 38]LogSavePackage: Save=459.205750ms
[2015.04.12-01.57.49:324][ 38]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto2E425CC2541EA86B6E288718CE8797725.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto2.umap'
[2015.04.12-01.57.49:341][ 38]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.582
[2015.04.12-01.57.49:341][ 38]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.582
[2015.04.12-01.57.56:887][130]Cmd: DUPLICATE
[2015.04.12-01.57.56:887][130]Cmd: ACTOR DUPLICATE
[2015.04.12-01.58.02:073][201]Cmd: TRANSACTION UNDO
[2015.04.12-01.58.02:073][201]LogEditorTransaction: Undo Move Actors
[2015.04.12-01.59.02:852][  2]Cmd: SELECT NONE
[2015.04.12-01.59.05:744][ 39]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-01.59.13:010][123]LogEditorViewport: Clicking on Actor (CTRL LMB): StaticMeshActor (SM_CornerFrame29)
[2015.04.12-01.59.32:673][367]Cmd: SELECT NONE
[2015.04.12-02.00.04:320][715]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_GlassWindow6)
[2015.04.12-02.00.54:163][391]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame20)
[2015.04.12-02.01.14:503][659]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame29)
[2015.04.12-02.02.26:887][550]EditorErrors: New page: Actor attachment
[2015.04.12-02.04.32:942][366]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-02.05.06:203][792]LogEditorViewport: Clicking on Actor (LMB): PointLight (PointLight7)
[2015.04.12-02.05.16:152][947]Cmd: SELECT NONE
[2015.04.12-02.05.29:970][134]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_PillarFrame337)
[2015.04.12-02.05.33:545][182]LogEditorViewport: Clicking on Actor (CTRL LMB): StaticMeshActor (SM_PillarFrame338)
[2015.04.12-02.05.56:576][499]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-02.05.59:547][541]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame19)
[2015.04.12-02.06.02:651][586]LogEditorViewport: Clicking on Actor (CTRL LMB): StaticMeshActor (SM_CornerFrame30)
[2015.04.12-02.06.17:697][783]Cmd: SELECT NONE
[2015.04.12-02.06.18:358][792]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame30)
[2015.04.12-02.06.30:145][939]Cmd: SELECT NONE
[2015.04.12-02.06.51:803][237]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_CornerFrame18)
[2015.04.12-02.07.03:516][474]Cmd: SELECT NONE
[2015.04.12-02.07.28:061][823]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SlidingDoor)
[2015.04.12-02.08.14:455][484]Cmd: SELECT NONE
[2015.04.12-02.08.29:081][646]LogSavePackage: Save=492.119537ms
[2015.04.12-02.08.29:081][646]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto34540C58F41FF7EA47CE26EB5E6A55FE8.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto3.umap'
[2015.04.12-02.08.29:087][646]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.596
[2015.04.12-02.08.29:087][646]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.596
[2015.04.12-02.10.41:158][483]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SlidingDoor)
[2015.04.12-02.10.51:691][650]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2015.04.12-02.10.52:244][659]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2015.04.12-02.11.44:773][185]Cmd: DELETE
[2015.04.12-02.11.44:773][185]Cmd: ACTOR DELETE
[2015.04.12-02.11.44:775][185]LogEditorActor: Deleted Actor: TriggerBox
[2015.04.12-02.11.44:810][185]LogEditorActor: Deleted 1 Actors (0.037 secs)
[2015.04.12-02.12.27:216][867]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2015.04.12-02.12.27:858][875]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2015.04.12-02.12.38:687][ 49]LogEditorViewport: Clicking on Actor (LMB): PointLight (PointLight5)
[2015.04.12-02.12.55:438][396]Cmd: SELECT NONE
[2015.04.12-02.12.59:153][463]LogEditorViewport: Clicking on Actor (LMB): PointLight (PointLight5)
[2015.04.12-02.13.03:016][542]Cmd: SELECT NONE
[2015.04.12-02.13.10:500][640]LogEditorViewport: Clicking on Actor (LMB): TriggerBox (TriggerBox)
[2015.04.12-02.13.43:847][ 84]Cmd: SELECT NONE
[2015.04.12-02.14.35:419][319]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SlidingDoor)
[2015.04.12-02.14.37:136][349]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SlidingDoor)
[2015.04.12-02.14.37:873][361]LogEditorViewport: Clicking on Actor (LMB): TriggerBox (TriggerBox)
[2015.04.12-02.15.45:353][492]Cmd: SELECT NONE
[2015.04.12-02.18.29:869][ 61]LogSavePackage: Save=473.086700ms
[2015.04.12-02.18.29:869][ 61]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto43234B62745E07D91147D4EB35200FA72.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto4.umap'
[2015.04.12-02.18.29:875][ 61]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.569
[2015.04.12-02.18.29:875][ 61]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.569
[2015.04.12-02.18.59:950][177]LogEditorViewport: Clicking on Actor (LMB): TriggerBox (TriggerBox)
[2015.04.12-02.22.23:811][859]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.12-02.22.28:641][922]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SlidingDoor)
[2015.04.12-02.23.22:492][639]Cmd: SELECT NONE
[2015.04.12-02.23.24:034][659]LogEditorViewport: Clicking on Actor (LMB): TriggerBox (TriggerBox)
[2015.04.12-02.28.47:853][281]LogSavePackage: Save=494.507935ms
[2015.04.12-02.28.47:853][281]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto5E562FA6749F558902E35C28A17183A34.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto5.umap'
[2015.04.12-02.28.47:858][281]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.617
[2015.04.12-02.28.47:858][281]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.617
[2015.04.12-02.30.38:804][563]LogSavePackage: Save=529.203430ms
[2015.04.12-02.30.38:804][563]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMapB87F159642998CF2346C37A99AE1F477.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/FirstPersonBP/Maps/FirstPersonExampleMap.umap'
[2015.04.12-02.30.38:877][563]LogFileHelpers: Saving map 'FirstPersonExampleMap' took 0.755
[2015.04.12-02.34.01:472][756]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SlidingDoor)
[2015.04.12-02.36.03:426][716]MapCheck: New page: Map Check
[2015.04.12-02.36.03:457][716]Cmd: MAP REBUILD ALLVISIBLE
[2015.04.12-02.36.03:457][716]LogEditorServer: Rebuildmap Clear paths rebuilt
[2015.04.12-02.36.03:563][716]LightingResults: New page: Lighting Build - Apr 11, 2015, 6:36:03 PM
[2015.04.12-02.36.08:088][716]LogStaticLightingSystem:Warning: No importance volume found, so the scene bounding box was used.  You can optimize your scene's quality and lighting build times by adding importance volumes.
[2015.04.12-02.36.08:088][716]LogStaticLightingSystem: Running Lightmass w/ ImmediateImport mode ENABLED
[2015.04.12-02.36.08:088][716]LogStaticLightingSystem: Running Lightmass w/ ImmediateProcess mode ENABLED
[2015.04.12-02.36.08:089][716]LogStaticLightingSystem: Running Lightmass w/ Sorting mode ENABLED
[2015.04.12-02.36.08:089][716]LogStaticLightingSystem: Running Lightmass w/ Mapping paddings ENABLED
[2015.04.12-02.36.08:089][716]LogStaticLightingSystem: Running Lightmass w/ Mapping debug paddings DISABLED
[2015.04.12-02.36.08:195][716]LogEditorBuildUtils: Build time 0:00:04
[2015.04.12-02.36.21:091][934]Job is a success!
[2015.04.12-02.36.21:685][935]LogTexture:Display: Building textures: HQ_Lightmap0_1 (AutoDXT)
[2015.04.12-02.36.22:526][935]LogTexture:Display: Building textures: LQ_Lightmap_0_4 (DXT1)
[2015.04.12-02.36.22:530][935]LogTexture:Display: Building textures: HQ_Lightmap0_4 (AutoDXT)
[2015.04.12-02.36.22:535][935]LogTexture:Display: Building textures: LQ_Lightmap_0_3 (DXT1)
[2015.04.12-02.36.22:733][935]LogTexture:Display: Building textures: HQ_Lightmap0_3 (AutoDXT)
[2015.04.12-02.36.22:994][935]LogTexture:Display: Building textures: LQ_Lightmap_0_2 (DXT1)
[2015.04.12-02.36.23:053][935]LogTexture:Display: Building textures: HQ_Lightmap0_2 (AutoDXT)
[2015.04.12-02.36.23:146][935]LogTexture:Display: Building textures: LQ_Lightmap_1_1 (DXT1)
[2015.04.12-02.36.24:357][935]LogTexture:Display: Building textures: ShadowMapTexture2D_57 (BGRA8)
[2015.04.12-02.36.24:733][935]LogTexture:Display: Building textures: ShadowMapTexture2D_58 (BGRA8)
[2015.04.12-02.36.24:767][935]LogTexture:Display: Building textures: ShadowMapTexture2D_59 (BGRA8)
[2015.04.12-02.36.24:814][935]Lightmass on GRAPHICSSERVER: 15.7 sec total, 196 ms importing, 103 ms setup, 538 ms photons, 14.9 sec processing, 0 ms extra exporting [133/133 mappings]. Threads: 1:44 min total, 1:06 min processing.
[2015.04.12-02.36.24:827][935]LogStaticLightingSystem: Illumination: 21.1 sec (3.29 sec encoding lightmaps)
[2015.04.12-02.36.24:827][935]LogStaticLightingSystem: Lightmap texture memory:  3.0 MB (1.7 MB streaming, 1.3 MB non-streaming), 8 textures
[2015.04.12-02.36.24:827][935]LogStaticLightingSystem: Shadowmap texture memory: 124.9 MB (79.5 MB streaming, 45.3 MB non-streaming), 52 textures
[2015.04.12-02.36.25:108][936]Cmd: MAP CHECK NOTIFYRESULTS
[2015.04.12-02.36.25:108][936]MapCheck: New page: FirstPersonExampleMap - Apr 11, 2015, 6:36:25 PM
[2015.04.12-02.36.25:109][936]MapCheck:Error: Error WorldInfo_0 Maps need lighting rebuilt 
[2015.04.12-02.36.25:227][936]MapCheck: Info Map check complete: 1 Error(s), 0 Warning(s), took 118.998ms to complete.
[2015.04.12-02.36.37:999][345]BlueprintLog: New page: Pre-PIE auto-recompile
[2015.04.12-02.36.38:006][345]LogPlayLevel: [PIE] Compiling FirstPersonExampleMap before PIE...
[2015.04.12-02.36.38:109][345]LogPlayLevel: PIE:  Blueprint regeneration took 110 ms (1 blueprints)
[2015.04.12-02.36.38:109][345]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 6:36:38 PM)
[2015.04.12-02.36.38:131][345]LogBlueprint:Warning: FMemberReference::ResolveMember (K2_SetActorLocation) bSelfContext == true, but no scope supplied!
[2015.04.12-02.36.38:131][345]LogBlueprint:Warning: FMemberReference::ResolveMember (K2_SetActorLocation) bSelfContext == true, but no scope supplied!
[2015.04.12-02.36.38:133][345]LogPlayLevel: PIE: StaticDuplicateObject took: (0.023021s)
[2015.04.12-02.36.38:133][345]LogPlayLevel: PIE: World Init took: (0.000721s)
[2015.04.12-02.36.38:134][345]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.023946s)
[2015.04.12-02.36.38:179][345]LogWorld: Game class is 'FirstPersonGameMode_C'
[2015.04.12-02.36.38:181][345]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.12-02.36.38:204][345]LogWorld: Bringing World /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap up for play (max tick rate 0) at 2015.04.11-22.36.38
[2015.04.12-02.36.38:215][345]LogWorld: Bringing up level for play took: 0.033564
[2015.04.12-02.36.38:218][345]PIE: Info Play in editor start time for /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap 0.347
[2015.04.12-02.37.04:782][727]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BEE4329300
[2015.04.12-02.37.11:866][901]BlueprintLog: New page: Pre-PIE auto-recompile
[2015.04.12-02.37.11:871][901]LogPlayLevel: [PIE] Compiling FirstPersonExampleMap before PIE...
[2015.04.12-02.37.11:970][901]LogPlayLevel: PIE:  Blueprint regeneration took 104 ms (1 blueprints)
[2015.04.12-02.37.11:971][901]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 6:37:11 PM)
[2015.04.12-02.37.11:985][901]LogBlueprint:Warning: FMemberReference::ResolveMember (K2_SetActorLocation) bSelfContext == true, but no scope supplied!
[2015.04.12-02.37.11:985][901]LogBlueprint:Warning: FMemberReference::ResolveMember (K2_SetActorLocation) bSelfContext == true, but no scope supplied!
[2015.04.12-02.37.11:987][901]LogPlayLevel: PIE: StaticDuplicateObject took: (0.016163s)
[2015.04.12-02.37.11:988][901]LogPlayLevel: PIE: World Init took: (0.000647s)
[2015.04.12-02.37.11:988][901]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.017006s)
