Log file open, 04/10/15 23:22:19
LogInit:Display: Running engine for game: OpenWorld1
LogInit: Version: 4.7.5-2503383+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Apr  6 2015 23:21:51
[2015.04.11-04.18.52:425][919]Job is a success!
[2015.04.11-04.18.52:915][920]LogTexture:Display: Building textures: HQ_Lightmap0_1 (AutoDXT)
[2015.04.11-04.18.53:143][920]LogTexture:Display: Building textures: LQ_Lightmap_0_3 (DXT1)
[2015.04.11-04.18.53:147][920]LogTexture:Display: Building textures: HQ_Lightmap0_3 (AutoDXT)
[2015.04.11-04.18.53:153][920]LogTexture:Display: Building textures: LQ_Lightmap_0_2 (DXT1)
[2015.04.11-04.18.53:157][920]LogTexture:Display: Building textures: HQ_Lightmap0_2 (AutoDXT)
[2015.04.11-04.18.53:174][920]LogTexture:Display: Building textures: LQ_Lightmap_0_1 (DXT1)
[2015.04.11-04.18.53:465][920]LogTexture:Display: Building textures: ShadowMapTexture2D_17 (BGRA8)
[2015.04.11-04.18.53:511][920]LogTexture:Display: Building textures: ShadowMapTexture2D_18 (BGRA8)
[2015.04.11-04.18.53:513][920]LogTexture:Display: Building textures: ShadowMapTexture2D_19 (BGRA8)
[2015.04.11-04.18.53:527][920]Lightmass on GRAPHICSSERVER: 2.95 sec total, 134 ms importing, 10 ms setup, 281 ms photons, 2.50 sec processing, 0 ms extra exporting [59/59 mappings]. Threads: 17.3 sec total, 6.52 sec processing.
[2015.04.11-04.18.53:547][920]LogStaticLightingSystem: Illumination: 7.94 sec (692 ms encoding lightmaps)
[2015.04.11-04.18.53:547][920]LogStaticLightingSystem: Lightmap texture memory:  1.4 MB (1.3 MB streaming, 0.1 MB non-streaming), 6 textures
[2015.04.11-04.18.53:547][920]LogStaticLightingSystem: Shadowmap texture memory: 14.6 MB (13.7 MB streaming, 0.8 MB non-streaming), 19 textures
[2015.04.11-04.18.54:029][921]Cmd: MAP CHECK NOTIFYRESULTS
[2015.04.11-04.18.54:030][921]MapCheck: New page: Minimal_Default - Apr 10, 2015, 8:18:54 PM
[2015.04.11-04.18.54:159][921]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 129.331ms to complete.
[2015.04.11-04.18.54:712][932]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-04.18.54:712][932]PIE: New page: PIE session: Minimal_Default (Apr 10, 2015, 8:18:54 PM)
[2015.04.11-04.18.54:719][932]LogPlayLevel: PIE: StaticDuplicateObject took: (0.005628s)
[2015.04.11-04.18.54:719][932]LogPlayLevel: PIE: World Init took: (0.000658s)
[2015.04.11-04.18.54:719][932]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/StarterContent/Maps/Minimal_Default.Minimal_Default to /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default (0.006456s)
[2015.04.11-04.18.54:804][932]LogWorld: Game class is 'GameMode'
[2015.04.11-04.18.54:808][932]LogAIModule: Creating AISystem for world Minimal_Default
[2015.04.11-04.18.54:821][932]LogWorld: Bringing World /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default up for play (max tick rate 0) at 2015.04.11-00.18.54
[2015.04.11-04.18.54:822][932]LogWorld: Bringing up level for play took: 0.013390
[2015.04.11-04.18.54:827][932]PIE: Info Play in editor start time for /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default 0.923
[2015.04.11-04.19.45:856][523]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x0000000F07323420
[2015.04.11-04.19.45:899][524]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 419/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.19.56:986][783]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.20.01:234][879]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x405)
[2015.04.11-04.20.03:906][939]Cmd: DUPLICATE
[2015.04.11-04.20.03:906][939]Cmd: ACTOR DUPLICATE
[2015.04.11-04.20.43:235][846]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.20.55:728][130]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x406)
[2015.04.11-04.20.56:685][138]LogSavePackage: Save=243.927902ms
[2015.04.11-04.20.56:685][138]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Saved/Minimal_Default_Auto5EEE8A4D342400ED1B26D03BB9BBBB1E0.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Saved/Autosaves/Game/StarterContent/Maps/Minimal_Default_Auto5.umap'
[2015.04.11-04.20.56:700][138]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/StarterContent/Maps/Minimal_Default' took 0.350
[2015.04.11-04.20.56:700][138]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.350
[2015.04.11-04.20.56:747][138]OBJ SavePackage: Generating thumbnails for [1] asset(s) in package [/Game/StarterContent/Particles/P_Sparks] ([1] browsable assets)...
[2015.04.11-04.20.56:761][138]OBJ SavePackage:     Rendered thumbnail for [ParticleSystem /Game/StarterContent/Particles/P_Sparks.P_Sparks]
[2015.04.11-04.20.56:761][138]OBJ SavePackage: Finished generating thumbnails for package [/Game/StarterContent/Particles/P_Sparks]
[2015.04.11-04.20.56:956][138]LogSavePackage: Save=183.543777ms
[2015.04.11-04.20.56:956][138]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Saved/P_Sparks_Auto5213EB38947DCFBF162B09390EB964CC0.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Saved/Autosaves/Game/StarterContent/Particles/P_Sparks_Auto5.uasset'
[2015.04.11-04.20.56:967][138]LogFileHelpers: Auto-saving content packages took 0.267
[2015.04.11-04.21.00:195][210]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.21.19:495][648]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.21.24:737][763]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x406)
[2015.04.11-04.21.26:213][796]Cmd: DUPLICATE
[2015.04.11-04.21.26:213][796]Cmd: ACTOR DUPLICATE
[2015.04.11-04.21.55:308][445]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.22.00:294][555]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x407)
[2015.04.11-04.22.05:774][685]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.22.22:922][ 87]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Floor)
[2015.04.11-04.22.37:109][398]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.22.40:300][466]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.22.45:504][574]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Floor)
[2015.04.11-04.22.56:720][822]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.23.01:193][920]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.23.10:837][124]LogEditorViewport: Clicking on Actor (LMB): DirectionalLight (Light Source)
[2015.04.11-04.23.29:605][498]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.23.31:160][530]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-04.23.31:160][530]PIE: New page: PIE session: Minimal_Default (Apr 10, 2015, 8:23:31 PM)
[2015.04.11-04.23.31:218][530]LogPlayLevel: PIE: StaticDuplicateObject took: (0.023568s)
[2015.04.11-04.23.31:219][530]LogPlayLevel: PIE: World Init took: (0.000808s)
[2015.04.11-04.23.31:219][530]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/StarterContent/Maps/Minimal_Default.Minimal_Default to /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default (0.024573s)
[2015.04.11-04.23.31:256][530]LogWorld: Game class is 'GameMode'
[2015.04.11-04.23.31:258][530]LogAIModule: Creating AISystem for world Minimal_Default
[2015.04.11-04.23.31:266][530]LogWorld: Bringing World /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default up for play (max tick rate 0) at 2015.04.11-00.23.31
[2015.04.11-04.23.31:267][530]LogWorld: Bringing up level for play took: 0.007657
[2015.04.11-04.23.31:269][530]PIE: Info Play in editor start time for /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default -0.634
[2015.04.11-04.23.33:440][588]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x0000000F11E10680
[2015.04.11-04.23.33:508][591]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 419/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.23.38:546][690]MapCheck: New page: Map Check
[2015.04.11-04.23.38:561][690]Cmd: MAP REBUILD ALLVISIBLE
[2015.04.11-04.23.38:562][690]LogEditorServer: Rebuildmap Clear paths rebuilt
[2015.04.11-04.23.38:595][690]LightingResults: New page: Lighting Build - Apr 10, 2015, 8:23:38 PM
[2015.04.11-04.23.43:113][690]LogStaticLightingSystem:Warning: No importance volume found, so the scene bounding box was used.  You can optimize your scene's quality and lighting build times by adding importance volumes.
[2015.04.11-04.23.43:114][690]LogStaticLightingSystem: Running Lightmass w/ ImmediateImport mode ENABLED
[2015.04.11-04.23.43:114][690]LogStaticLightingSystem: Running Lightmass w/ ImmediateProcess mode ENABLED
[2015.04.11-04.23.43:114][690]LogStaticLightingSystem: Running Lightmass w/ Sorting mode ENABLED
[2015.04.11-04.23.43:114][690]LogStaticLightingSystem: Running Lightmass w/ Mapping paddings ENABLED
[2015.04.11-04.23.43:114][690]LogStaticLightingSystem: Running Lightmass w/ Mapping debug paddings DISABLED
[2015.04.11-04.23.43:222][690]LogEditorBuildUtils: Build time 0:00:04
[2015.04.11-04.23.43:295][692]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 420/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.23.44:188][724]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 420/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.23.45:992][761]Job is a success!
[2015.04.11-04.23.46:615][762]LogTexture:Display: Building textures: HQ_Lightmap1_1 (AutoDXT)
[2015.04.11-04.23.46:877][762]LogTexture:Display: Building textures: LQ_Lightmap_1_3 (DXT1)
[2015.04.11-04.23.46:880][762]LogTexture:Display: Building textures: HQ_Lightmap1_3 (AutoDXT)
[2015.04.11-04.23.46:887][762]LogTexture:Display: Building textures: LQ_Lightmap_0_2 (DXT1)
[2015.04.11-04.23.46:891][762]LogTexture:Display: Building textures: HQ_Lightmap0_2 (AutoDXT)
[2015.04.11-04.23.46:905][762]LogTexture:Display: Building textures: LQ_Lightmap_1_1 (DXT1)
[2015.04.11-04.23.47:203][762]LogTexture:Display: Building textures: ShadowMapTexture2D_20 (BGRA8)
[2015.04.11-04.23.47:248][762]LogTexture:Display: Building textures: ShadowMapTexture2D_21 (BGRA8)
[2015.04.11-04.23.47:250][762]LogTexture:Display: Building textures: ShadowMapTexture2D_22 (BGRA8)
[2015.04.11-04.23.47:278][762]Lightmass on GRAPHICSSERVER: 3.29 sec total, 148 ms importing, 10 ms setup, 292 ms photons, 2.81 sec processing, 0 ms extra exporting [61/61 mappings]. Threads: 19.5 sec total, 8.16 sec processing.
[2015.04.11-04.23.47:286][762]LogStaticLightingSystem: Illumination: 8.59 sec (744 ms encoding lightmaps)
[2015.04.11-04.23.47:286][762]LogStaticLightingSystem: Lightmap texture memory:  1.4 MB (1.3 MB streaming, 0.1 MB non-streaming), 6 textures
[2015.04.11-04.23.47:286][762]LogStaticLightingSystem: Shadowmap texture memory: 17.4 MB (16.4 MB streaming, 1.0 MB non-streaming), 22 textures
[2015.04.11-04.23.48:124][763]Cmd: MAP CHECK NOTIFYRESULTS
[2015.04.11-04.23.48:125][763]MapCheck: New page: Minimal_Default - Apr 10, 2015, 8:23:48 PM
[2015.04.11-04.23.48:264][763]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 139.693ms to complete.
[2015.04.11-04.23.50:605][808]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-04.23.50:605][808]PIE: New page: PIE session: Minimal_Default (Apr 10, 2015, 8:23:50 PM)
[2015.04.11-04.23.50:611][808]LogPlayLevel: PIE: StaticDuplicateObject took: (0.005332s)
[2015.04.11-04.23.50:612][808]LogPlayLevel: PIE: World Init took: (0.000654s)
[2015.04.11-04.23.50:612][808]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/StarterContent/Maps/Minimal_Default.Minimal_Default to /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default (0.006154s)
[2015.04.11-04.23.50:648][808]LogWorld: Game class is 'GameMode'
[2015.04.11-04.23.50:650][808]LogAIModule: Creating AISystem for world Minimal_Default
[2015.04.11-04.23.50:657][808]LogWorld: Bringing World /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default up for play (max tick rate 0) at 2015.04.11-00.23.50
[2015.04.11-04.23.50:658][808]LogWorld: Bringing up level for play took: 0.007472
[2015.04.11-04.23.50:661][808]PIE: Info Play in editor start time for /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default 0.757
[2015.04.11-04.23.50:861][809]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 449/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.24.23:872][845]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x0000000FF294B560
[2015.04.11-04.24.23:914][846]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 430/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.24.31:602][  3]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Props'
[2015.04.11-04.24.40:850][164]LogActorFactory: Actor Factory created SM_TableRound
[2015.04.11-04.24.48:534][334]LogActorFactory: Actor Factory created SM_TableRound
[2015.04.11-04.25.02:782][633]Cmd: TRANSACTION UNDO
[2015.04.11-04.25.02:782][633]LogEditorTransaction: Undo Scale Actors
[2015.04.11-04.25.21:246][ 17]LogActorFactory: Actor Factory created SM_Chair
[2015.04.11-04.25.26:111][120]LogActorFactory: Actor Factory created SM_Chair
[2015.04.11-04.25.44:298][504]Cmd: DUPLICATE
[2015.04.11-04.25.44:299][504]Cmd: ACTOR DUPLICATE
[2015.04.11-04.25.53:276][698]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Floor)
[2015.04.11-04.26.00:812][860]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_Chair2)
[2015.04.11-04.26.02:409][896]Cmd: DUPLICATE
[2015.04.11-04.26.02:409][896]Cmd: ACTOR DUPLICATE
[2015.04.11-04.26.19:718][277]Cmd: DUPLICATE
[2015.04.11-04.26.19:718][277]Cmd: ACTOR DUPLICATE
[2015.04.11-04.26.27:992][453]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Floor)
[2015.04.11-04.26.34:768][596]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.26.51:374][913]LogTexture:Display: Building textures: T_Shelf_M (DXT1)
[2015.04.11-04.26.52:167][913]LogTexture:Display: Building textures: T_Shelf_N (BC5)
[2015.04.11-04.26.52:699][913]LogMaterial: Missing cached shader map for material M_Shelf, compiling. 
[2015.04.11-04.26.52:710][913]LogStaticMesh: Building static mesh SM_Shelf...
[2015.04.11-04.26.52:758][913]LogStaticMesh: Built static mesh [48.608410ms] /Game/StarterContent/Props/SM_Shelf.SM_Shelf
[2015.04.11-04.26.52:818][913]LogActorFactory: Actor Factory created SM_Shelf
[2015.04.11-04.26.55:728][981]LogActorFactory: Actor Factory created SM_Shelf
[2015.04.11-04.27.21:369][518]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.27.30:134][717]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x404)
[2015.04.11-04.27.30:914][734]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_Shelf)
[2015.04.11-04.27.33:300][791]Cmd: DUPLICATE
[2015.04.11-04.27.33:300][791]Cmd: ACTOR DUPLICATE
[2015.04.11-04.27.47:809][137]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.28.02:056][429]LogStaticMesh: Building static mesh SM_WindowFrame...
[2015.04.11-04.28.02:100][429]LogStaticMesh: Built static mesh [44.288380ms] /Game/StarterContent/Props/SM_WindowFrame.SM_WindowFrame
[2015.04.11-04.28.02:221][430]LogActorFactory: Actor Factory created SM_WindowFrame
[2015.04.11-04.28.07:540][548]LogActorFactory: Actor Factory created SM_WindowFrame
[2015.04.11-04.28.42:769][264]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Materials'
[2015.04.11-04.28.58:617][564]Cmd: DUPLICATE
[2015.04.11-04.28.58:617][564]Cmd: ACTOR DUPLICATE
[2015.04.11-04.29.16:825][927]LogEditorViewport: Clicking on Actor (CTRL LMB): StaticMeshActor (SM_WindowFrame)
[2015.04.11-04.29.27:151][129]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.29.33:631][247]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Architecture'
[2015.04.11-04.29.36:603][285]LogMaterial: Missing cached shader map for material M_AssetPlatform, compiling. 
[2015.04.11-04.29.36:613][285]LogStaticMesh: Building static mesh SM_AssetPlatform...
[2015.04.11-04.29.36:717][285]LogStaticMesh: Built static mesh [104.313034ms] /Game/StarterContent/Architecture/SM_AssetPlatform.SM_AssetPlatform
[2015.04.11-04.29.36:803][285]LogActorFactory: Actor Factory created SM_AssetPlatform
[2015.04.11-04.29.37:436][297]LogActorFactory: Actor Factory created SM_AssetPlatform
[2015.04.11-04.29.53:163][591]Cmd: DELETE
[2015.04.11-04.29.53:163][591]Cmd: ACTOR DELETE
[2015.04.11-04.29.53:165][591]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-04.29.53:188][591]LogEditorActor: Deleted 1 Actors (0.025 secs)
[2015.04.11-04.29.56:412][637]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Props'
[2015.04.11-04.30.05:620][791]LogStaticMesh: Building static mesh SM_Couch...
[2015.04.11-04.30.05:695][791]LogStaticMesh: Built static mesh [74.714149ms] /Game/StarterContent/Props/SM_Couch.SM_Couch
[2015.04.11-04.30.05:758][791]LogActorFactory: Actor Factory created SM_Couch
[2015.04.11-04.30.07:195][818]LogActorFactory: Actor Factory created SM_Couch
[2015.04.11-04.30.19:352][ 48]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.30.26:513][191]LogEditorViewport: Clicking on Actor (LMB): DirectionalLight (Light Source)
[2015.04.11-04.30.45:029][567]LogEditorViewport: Clicking on Actor (LMB): PointLight (PointLight)
[2015.04.11-04.30.56:131][795]Cmd: DELETE
[2015.04.11-04.30.56:131][795]Cmd: ACTOR DELETE
[2015.04.11-04.30.56:132][795]LogEditorActor: Deleted Actor: PointLight
[2015.04.11-04.30.56:133][795]LogEditorActor: Deleted Actor: PointLight
[2015.04.11-04.30.56:134][795]LogEditorActor: Deleted Actor: PointLight
[2015.04.11-04.30.56:151][795]LogEditorActor: Deleted 3 Actors (0.020 secs)
[2015.04.11-04.31.40:545][719]LogSavePackage: Save=267.355072ms
[2015.04.11-04.31.40:545][719]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Saved/Minimal_Default_Auto69213FFCD4CA0CB20F6566E8FC1EDADB0.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Saved/Autosaves/Game/StarterContent/Maps/Minimal_Default_Auto6.umap'
[2015.04.11-04.31.40:553][719]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/StarterContent/Maps/Minimal_Default' took 0.362
[2015.04.11-04.31.40:553][719]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.362
[2015.04.11-04.32.42:884][ 89]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.32.49:399][231]LogEditorViewport: Clicking on Actor (LMB): SpotLight (SpotLight)
[2015.04.11-04.33.02:043][497]Cmd: SELECT NONE
[2015.04.11-04.33.23:224][967]Cmd: DUPLICATE
[2015.04.11-04.33.23:224][967]Cmd: ACTOR DUPLICATE
[2015.04.11-04.34.33:922][436]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.34.36:991][504]MapCheck: New page: Map Check
[2015.04.11-04.34.37:082][504]Cmd: MAP REBUILD ALLVISIBLE
[2015.04.11-04.34.37:082][504]LogEditorServer: Rebuildmap Clear paths rebuilt
[2015.04.11-04.34.37:122][504]LightingResults: New page: Lighting Build - Apr 10, 2015, 8:34:37 PM
[2015.04.11-04.34.41:638][504]LogStaticLightingSystem:Warning: No importance volume found, so the scene bounding box was used.  You can optimize your scene's quality and lighting build times by adding importance volumes.
[2015.04.11-04.34.41:638][504]LogStaticLightingSystem: Running Lightmass w/ ImmediateImport mode ENABLED
[2015.04.11-04.34.41:638][504]LogStaticLightingSystem: Running Lightmass w/ ImmediateProcess mode ENABLED
[2015.04.11-04.34.41:638][504]LogStaticLightingSystem: Running Lightmass w/ Sorting mode ENABLED
[2015.04.11-04.34.41:638][504]LogStaticLightingSystem: Running Lightmass w/ Mapping paddings ENABLED
[2015.04.11-04.34.41:638][504]LogStaticLightingSystem: Running Lightmass w/ Mapping debug paddings DISABLED
[2015.04.11-04.34.41:788][504]LogEditorBuildUtils: Build time 0:00:04
[2015.04.11-04.34.41:795][504]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_TableRound, compiling. 
[2015.04.11-04.34.41:799][504]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_TableRound, compiling. 
[2015.04.11-04.34.41:865][505]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Chair, compiling. 
[2015.04.11-04.34.41:869][505]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Chair, compiling. 
[2015.04.11-04.34.41:874][505]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Shelf, compiling. 
[2015.04.11-04.34.41:878][505]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Shelf, compiling. 
[2015.04.11-04.34.41:907][505]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 420/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.34.41:946][506]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Metal_Rust, compiling. 
[2015.04.11-04.34.41:951][506]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Metal_Rust, compiling. 
[2015.04.11-04.34.48:400][527]Job is a success!
[2015.04.11-04.34.49:104][528]LogTexture:Display: Building textures: HQ_Lightmap0_1 (AutoDXT)
[2015.04.11-04.34.49:479][528]LogTexture:Display: Building textures: LQ_Lightmap_0_3 (DXT1)
[2015.04.11-04.34.49:483][528]LogTexture:Display: Building textures: HQ_Lightmap0_3 (AutoDXT)
[2015.04.11-04.34.49:490][528]LogTexture:Display: Building textures: LQ_Lightmap_0_2 (DXT1)
[2015.04.11-04.34.49:494][528]LogTexture:Display: Building textures: HQ_Lightmap0_2 (AutoDXT)
[2015.04.11-04.34.49:509][528]LogTexture:Display: Building textures: LQ_Lightmap_0_1 (DXT1)
[2015.04.11-04.34.49:889][528]LogTexture:Display: Building textures: ShadowMapTexture2D_23 (BGRA8)
[2015.04.11-04.34.49:961][528]LogTexture:Display: Building textures: ShadowMapTexture2D_24 (BGRA8)
[2015.04.11-04.34.49:963][528]LogTexture:Display: Building textures: ShadowMapTexture2D_25 (BGRA8)
[2015.04.11-04.34.49:997][528]Lightmass on GRAPHICSSERVER: 4.70 sec total, 176 ms importing, 31 ms setup, 324 ms photons, 4.15 sec processing, 0 ms extra exporting [71/71 mappings]. Threads: 28.9 sec total, 13.4 sec processing.
[2015.04.11-04.34.50:005][528]LogStaticLightingSystem: Illumination: 12.5 sec (970 ms encoding lightmaps)
[2015.04.11-04.34.50:005][528]LogStaticLightingSystem: Lightmap texture memory:  1.4 MB (1.3 MB streaming, 0.1 MB non-streaming), 6 textures
[2015.04.11-04.34.50:005][528]LogStaticLightingSystem: Shadowmap texture memory: 20.3 MB (19.1 MB streaming, 1.2 MB non-streaming), 25 textures
[2015.04.11-04.34.50:651][529]Cmd: MAP CHECK NOTIFYRESULTS
[2015.04.11-04.34.50:651][529]MapCheck: New page: Minimal_Default - Apr 10, 2015, 8:34:50 PM
[2015.04.11-04.34.50:797][529]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 145.413ms to complete.
[2015.04.11-04.34.50:815][530]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 420/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.34.53:494][539]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 419/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.34.53:632][541]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-04.34.53:632][541]PIE: New page: PIE session: Minimal_Default (Apr 10, 2015, 8:34:53 PM)
[2015.04.11-04.34.53:796][541]LogPlayLevel: PIE: StaticDuplicateObject took: (0.006647s)
[2015.04.11-04.34.53:796][541]LogPlayLevel: PIE: World Init took: (0.000699s)
[2015.04.11-04.34.53:797][541]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/StarterContent/Maps/Minimal_Default.Minimal_Default to /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default (0.007536s)
[2015.04.11-04.34.53:853][541]LogWorld: Game class is 'GameMode'
[2015.04.11-04.34.53:857][541]LogAIModule: Creating AISystem for world Minimal_Default
[2015.04.11-04.34.53:867][541]LogWorld: Bringing World /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default up for play (max tick rate 0) at 2015.04.11-00.34.53
[2015.04.11-04.34.53:868][541]LogWorld: Bringing up level for play took: 0.010457
[2015.04.11-04.34.53:871][541]PIE: Info Play in editor start time for /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default -0.033
[2015.04.11-04.35.45:893][149]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x0000000F1EF2D4E0
[2015.04.11-04.35.45:958][150]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 419/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.35.47:719][159]LogActorFactory: Actor Factory created SM_MatPreviewMesh_02
[2015.04.11-04.35.47:809][160]LogActorFactory: Actor Factory created SM_MatPreviewMesh_02
